book_id,title,year,language,city_name_standardized,wikidata_id,latitude,longitude
12002043,Nouvelles recherches sur la fête des Innocents et la fête des Fous qui se faisaient dans les églises et notamment dans celle de Sens,1853,fre,Auxerre,Q167600,47.7975,3.5669444444444
12811648,Een reus,1900,dut,Tongeren,Q190113,50.7794,5.4631
22279769,Une ascension aérostatique à Mons,1845,fre,Mons,Q83407,50.45472222222222,3.9525
22189337,Les puits artésiens de la Flandre,1884,fre,Liège,Q3992,50.639722222222225,5.570555555555556
11488969,The adventures of my grandfather,1867,eng,London,Q84,51.507222222222,-0.1275
13398939,Revue des patois gallo-romans,1887,fre,Neuchâtel,Q69345,46.990277777778,6.9305555555556
13398939,Revue des patois gallo-romans,1887,fre,Paris,Q90,48.85666666666667,2.352222222222222
11453740,"The life, letters, and friendships of Richard Monckton Milnes, first Lord Houghton",1890,eng,London,Q84,51.507222222222,-0.1275
11453740,"The life, letters, and friendships of Richard Monckton Milnes, first Lord Houghton",1890,eng,Paris,Q90,48.85666666666667,2.352222222222222
11453740,"The life, letters, and friendships of Richard Monckton Milnes, first Lord Houghton",1890,eng,Melbourne,Q3141,-37.814166666666665,144.96305555555554
12174683,Robrecht van Eine of misdaad en liefde,1891,dut,Ghent,Q1296,51.05361111111111,3.725277777777778
11936293,Château de la Motte-au-Bois,1843,fre,Douai,Q193826,50.370833333333,3.0791666666667
11248030,Dépopulation et puériculture,1901,fre,Paris,Q90,48.85666666666667,2.352222222222222
13586687,Die Entstehung des socialen Problems,1898,ger,Rostock,Q2861,54.083333333333,12.133333333333
13600878,Documents historiques sur le comté et la ville de Dreux,1859,fre,Chartres,Q130272,48.446666666667,1.4883333333333
12244336,Regio decreto contenente dispozioni per la istituzione delle scuole maschite di femminilli  nelle Provincie Venete,1867,ita,Florence,Q2044,43.771388888889,11.254166666667
11612112,Dictionnaire résumé des droit d'enregistrement,1880,fre,Brussels,Q239,50.846666666666664,4.351666666666667
11765643,Pourquoi un plebiscite?,1871,fre,Geneva,Q71,46.2,6.15
11817807,Vlaemsche Commissie,1859,dut,Brussels,Q239,50.846666666666664,4.351666666666667
12550663,Les anomalies musculaires chez l'homme,1884,fre,Paris,Q90,48.85666666666667,2.352222222222222
11314964,Notice historique sur Zuydcoole,1855,fre,Dunkirk,Q45797,51.037777777778,2.3763888888889
13448678,"L'arithmétique élémentaire, traitée simplement",1833,fre,Paris,Q90,48.85666666666667,2.352222222222222
11359276,Pensées et Opuscules,1900,fre,Paris,Q90,48.85666666666667,2.352222222222222
11898513,"Questions posées dans les concours de l'enseignement primaire et aux examens d'admission de diverses écoles normales, recueillies et mises en ordre",,fre,Mons,Q83407,50.45472222222222,3.9525
12044914,"Memorial of Nahum Capen, of Boston, Massachusetts, on the subject of International Copyright",1844,eng,Boston,Q100,42.360277777777775,-71.05777777777777
12291506,Guide théorique et pratique pour la rédaction des déclarations de succession et la liquidation des droits,1893,fre,Frameries,Q25634670,50.4087571,3.8905656
12291506,Guide théorique et pratique pour la rédaction des déclarations de succession et la liquidation des droits,1893,fre,Mons,Q83407,50.45472222222222,3.9525
11571751,"De twee vondelingen, drama in vijf bedrijven",1878,dut,Ghent,Q1296,51.05361111111111,3.725277777777778
11596622,Du pouvoir Spirituel dans ses rapports avec l'état,1844,fre,Paris,Q90,48.85666666666667,2.352222222222222
11963866,Bollendorf et ses environs,,fre,Echternach,Q204317,49.811666666667,6.4216666666667
22366484,Valores Postales Argentinos,1898,spa,Buenos Aires,Q1486,-34.599722222222,-58.381944444444
12249033,Doctor Nobiling und seine Lehrmeister,1879,ger,Stuttgart,Q1022,48.7775,9.18
11663948,Réponse d'un démocrate verviétois,1858,fre,Verviers,Q202954,50.583333333333,5.85
12455258,Amante et mère,1839,fre,Paris,Q90,48.85666666666667,2.352222222222222
12462123,Les jeunes,1896,fre,Paris,Q90,48.85666666666667,2.352222222222222
11284879,Glacialerscheinungen in der geologischen Vergangenheit,1896,ger,Hamburg,Q1055,53.55,10.0
11901998,Théroigne de Méricourt,1836,fre,Paris,Q90,48.85666666666667,2.352222222222222
13532901,Rapport présenté à la Commission organisatrice de la Fête civique offerte au Magistrat d'Ypres,1847,fre,Ypres,Q102728,50.850833333333334,2.885
12170782,Le parfum de Rome,1891,fre,Paris,Q90,48.85666666666667,2.352222222222222
13317549,Physiologie du Robert Macaire,1842,fre,Paris,Q90,48.85666666666667,2.352222222222222
11653950,Manifeste poétique à l'occasion de la paix,1856,fre,Brussels,Q239,50.846666666666664,4.351666666666667
13028249,"Les distiques de Muret, imités en quatrains français",1834,fre,Paris,Q90,48.85666666666667,2.352222222222222
13451181,La question des cuirasses dans la défense des côtes,1884,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12445844,Nederlandsche spraakkunst voor de middelbare scholen en de hoogere klasse der lagere scholen,1895,dut,Ghent,Q1296,51.05361111111111,3.725277777777778
12738711,Georges Cadoudal et la Chouannerie,1887,fre,Paris,Q90,48.85666666666667,2.352222222222222
12934321,"Vision d'Hebal, Chef d'un Clan Écossais",1831,fre,Paris,Q90,48.85666666666667,2.352222222222222
11741719,"Souvenirs personnels (1824-1841) et correspondance diplomatique de Joseph Lebeau, publiés avec une préface historique",1883,fre,Brussels,Q239,50.846666666666664,4.351666666666667
13526073,Beiträge zur Morphologie der Amaryllideen,1860,ger,Halle (Saale),Q2814,51.48277777777778,11.969722222222222
12141073,L'etat de servitude ou la misere des domestiques,,fre,Troyes,Q5489,48.298888888889,4.0780555555556
12362320,Les Quatres Coins,1852,fre,Clermont-Ferrand,Q42168,45.779722222222,3.0869444444444
22070660,Die Deutscher Mystiker des vierzehnten und fünfzehnten Jahrhunderts,1855,ger,Zurich,Q72,47.37444444444444,8.54111111111111
12546849,Lehrbuch der reinen und technischen Chemie,1853,ger,Brunswick,Q2773,52.269166666667,10.521111111111
11582928,Der Westbau des Münsters zu Essen,1890,ger,Essen,Q2066,51.450833333333,7.0130555555556
12119326,Het eerste wetenschappelijk onderwijs,1890,dut,Ghent,Q1296,51.05361111111111,3.725277777777778
11976619,Grammaire Musicale ou Théorie des Principes de Musique,1838,fre,Geneva,Q71,46.2,6.15
13508368,Historia dos tres grandes capitaes da Antiquidade,1894,por,Rio de Janeiro,Q8678,-22.91111111111111,-43.20555555555555
11811190,Organisation électorale et representation de tous les pays civilisés,1874,fre,Paris,Q90,48.85666666666667,2.352222222222222
22175409,"Mémoire pour Mr Antoine Rally, gentilhomme Anglais, domicilié a Liège contre Mr Jacques-Bernard-Joseph Bellefroid commissionnaire en fonds et effets",1832,fre,Liège,Q3992,50.639722222222225,5.570555555555556
11554054,De l'abus des spiritueux,1878,fre,Brussels,Q239,50.846666666666664,4.351666666666667
13250926,The text of Shakespeare Vindicated,1853,eng,London,Q84,51.507222222222,-0.1275
13457592,Victor Hugo après 1852,1894,fre,Paris,Q90,48.85666666666667,2.352222222222222
12753883,L'archéologie préhistorique,1880,fre,Paris,Q90,48.85666666666667,2.352222222222222
12019566,La Liberté Spirituelle et Traités Religieux,1866,fre,Paris,Q90,48.85666666666667,2.352222222222222
12156751,"Mémoire sur le Zelkoua, Planera Crenata",1831,fre,Paris,Q90,48.85666666666667,2.352222222222222
13533376,Verslag over de werk-zaamheden gedurende het bestuurjaar 1868-1869,1869,dut,Ypres,Q102728,50.850833333333334,2.885
13717119,"Versuch einer Entwicklung der Sprache, Abstammung, Geschichte, Mythologie und bürgerlichen Verhältnisse der Liwen, Lätten, Eesten (...)",1839,ger,Berlin,Q64,52.516666666667,13.383333333333
12124632,"De fakkel van het ouden en alleen waer geloof, opgedragen aen den Hoogweirdigsten Heer Mijn Heer Govardus Gerardus Van Eersel, XVI, Bisschop van Gend, Graeve van Everghem ec. ec. ec",1774,dut,Unknown,,,
12579754,Le Bresil à l'exposition internationale de St.-Pétersbourg 1884,1884,fre,Saint Petersburg,Q656,59.95,30.316666666667
11679170,"Projet de loi sur les conseils généraux et les conseils municipaux,",1865,fre,Paris,Q90,48.85666666666667,2.352222222222222
12225332,Histoire du matérialisme et critique de son importance a notre époque,1877,fre,Paris,Q90,48.85666666666667,2.352222222222222
12613533,Sur les Graveurs des Inscriptions Antiques,1859,fre,Amiens,Q41604,49.891944444444,2.2977777777778
12613533,Sur les Graveurs des Inscriptions Antiques,1859,fre,Paris,Q90,48.85666666666667,2.352222222222222
11706359,Recueil des lois et arrêtés sur les pensions civiles et ecclésiastiques et des arrêtés spéciaux concernant la caisse des pensions des veuves et orphelins des fonctionnaires et employés du Département de l'Intérieur,1883,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12973681,"Handboek der Landen Volkenkunde, Geschied-, Taal-, Aardrijksen Staatkunde van Nederlandsch Indie",1841,dut,Amsterdam,Q727,52.36666666666667,4.883333333333333
12110752,Novum Testamentum Graece,1856,multiple languages,Cologne,Q365,50.942222222222,6.9577777777778
12785901,Catalogo ragionato dei libri di prima Stampa,1875,ita,Palermo,Q2656,38.11565805555555,13.361261944444443
18229749,Notre-Dame d'Anvers,1841,fre,Antwerp,Q12892,51.221111111111114,4.3997222222222225
12567490,Assemblées nationales et Princes,1867,rus,Moscow,Q649,55.75055555555556,37.6175
11780203,Dombey en zoon,1884,dut,Ghent,Q1296,51.05361111111111,3.725277777777778
11787277,"Statistique des Lettres et des Sciences en France, Institution et Etablissemens Littéraires et Scientifiques",1834,fre,Paris,Q90,48.85666666666667,2.352222222222222
11625432,Het zoontje,1880,dut,Brussels,Q239,50.846666666666664,4.351666666666667
12856835,A propos de la nouvelle vie de Jésus,1865,fre,Paris,Q90,48.85666666666667,2.352222222222222
11282214,Ueber die Südslavische Guslaren-Epik,1894,ger,Hamburg,Q1055,53.55,10.0
11620338,Précis historique des institutions judiciaires de la Belgique,1831,fre,Brussels,Q239,50.846666666666664,4.351666666666667
22399230,De ware goudmijn,1897,multiple languages,Bruges,Q12994,51.208888888888886,3.224166666666666
12154450,Matériel roulant des chemins de fer,1867,fre,Brussels,Q239,50.846666666666664,4.351666666666667
22209024,L'Intermédiare,1875,fre,Unknown,,,
11949012,Les expériences de tir de Bucharest,1886,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12144169,De l'importation du jury sur le continent,1885,fre,Brussels,Q239,50.846666666666664,4.351666666666667
22118173,Die Welt als Wille und Vorstellung,1873,ger,Leipzig,Q2079,51.3406321,12.3747329
13415064,Recueil des Traités et Conventions conclus par le Royaume des Pays-Bas avec les Puissances étrangères depuis 1813 jusqu'à nos Jours,1858,fre,The Hague,Q36600,52.08,4.31
13474819,Bestendige commissie voor de maetschappyen van ouderlingen bystand,1860,dut,Brussels,Q239,50.846666666666664,4.351666666666667
13437733,De minderjarigheid in haer gansch tydvak voorgedragen,1855,dut,Ghent,Q1296,51.05361111111111,3.725277777777778
12492120,Sur l'orientation des sépultures franques,1895,fre,Tournai,Q173219,50.605555555555554,3.388055555555556
12153812,Description des locomotives Stephenson,1835,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12333664,"Histoire du Journal ""la Mode""",1861,fre,Paris,Q90,48.85666666666667,2.352222222222222
12698433,Encyklopaedie und Methodologie der Romanischen Philologie,1884,ger,Heilbronn,Q715,49.140428,9.217953
11506686,Les armes à feu portatives se chargeant par la culasse,1867,fre,Paris,Q90,48.85666666666667,2.352222222222222
12087013,Classification de 160 Huiles et Graisses Végétales,1874,fre,Ghent,Q1296,51.05361111111111,3.725277777777778
12225237,La reine Alèna,1892,fre,Brussels,Q239,50.846666666666664,4.351666666666667
11720225,"Catalogue d'une très belle et nombreuse collection de livres de Théologie, de Jurisprudence, de Sciences et Arts, (...)",1848,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12996760,"Droit romain des moyens de mettre fin à l'indivision d'une hérédité et des effets du partage, à Rome. Droit français du caractère et des effets du partage dans le droit français, ancien et moderne",1884,fre,Paris,Q90,48.85666666666667,2.352222222222222
12436839,Supplément contenant les lois du 11 avril et du 12 septembre 1895 relatives aux élections communales,1895,fre,Brussels,Q239,50.846666666666664,4.351666666666667
13599034,"Biographie de Jacques Jonghelinck, sculpteur, graveur de sceaux et de medailles, etc.",1854,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12131791,Les amours profondes,1875,fre,Paris,Q90,48.85666666666667,2.352222222222222
11631782,Nuova Guida Ovvero Descrizione Storico-Artistico-Critica della Città e Contorni di Firenze,1842,ita,Florence,Q2044,43.771388888889,11.254166666667
13377992,Mémoires d'anthropologie,1871,fre,Paris,Q90,48.85666666666667,2.352222222222222
11586596,Rhein-und Ahr-Wanderungen,1846,ger,Bonn,Q586,50.735277777777775,7.102222222222222
13306387,Untersuchungen über die Glaubwürdigkeit der altrömischen Geschichte,1858,ger,Hanover,Q1715,52.374444444444,9.7386111111111
13308643,Etude littéraire sur le XIVème Siècle,1857,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12918565,Précis d'histoire contemporaine de Belgique,1889,fre,Liège,Q3992,50.639722222222225,5.570555555555556
12918565,Précis d'histoire contemporaine de Belgique,1889,fre,Ghent,Q1296,51.05361111111111,3.725277777777778
11756111,Geschichte der Niederfränkischen Geschafatssprache,1874,ger,Paderborn,Q2971,51.71666666666667,8.766666666666667
13713107,La mère de Don Juan,,fre,沙勒罗瓦,Q81046,50.416666666667,4.4441666666667
12822354,Traité de la Science des Finances,1888,fre,Paris,Q90,48.85666666666667,2.352222222222222
11941261,Paris-Berlin,1870,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12506787,Res gestae divi Augusti,1883,lat,Berlin,Q64,52.516666666667,13.383333333333
17581069,Les grandes armoiries du Duc Charles de Bourgogne,1877,fre,Unknown,,,
12060389,De la peine de mort,1868,fre,Paris,Q90,48.85666666666667,2.352222222222222
13471807,"A list of delegates to the Peace Congress held in Exeter Hall, London, on July 22nd, 23rd, and 24th, 1851",1851,eng,London,Q84,51.507222222222,-0.1275
12057087,Della collocazione dei libri nelle pubbliche biblioteche,1890,ita,Florence,Q2044,43.771388888889,11.254166666667
11417246,La belgique en dix-huis cent cinquante-deux,1852,fre,Tournai,Q173219,50.605555555555554,3.388055555555556
11844795,Conseil provincial du Hainaut. Session de 1843,1843,fre,Unknown,,,
12511497,Les archives départementales du Nord pendant la Révolution,1873,fre,Lille,Q648,50.631944444444,3.0575
13558225,Flandrische Staats- und Rechtsgeschichte bis zum Jahr 1305,1835,ger,Tübingen,Q3806,48.52,9.0555555555556
13706653,Über die Nibelungenhandschrift h und die Iweinhandschrift a,1899,multiple languages,Greifswald,Q4098,54.083333333333,13.383333333333
12243063,"Etudes Economiques, Politiques et Littéraires",1878,fre,Paris,Q90,48.85666666666667,2.352222222222222
11337874,Leven van Zuster Rosalia,1862,dut,Mechelen,Q162022,51.028055555555554,4.480277777777777
22070468,Geogenische und geognostische Studien auf einer Reise durch Russland und den Ural,1862,ger,Darmstadt,Q2973,49.866666666667,8.65
12592657,Mémoires de l'Académie Impériale de Médecine,1867,fre,Paris,Q90,48.85666666666667,2.352222222222222
11997678,"Carmen Saeculare Belgicum (1879-1887). Summo Pontifici Leoni XIII, occasione Suae Sanctitatis a sacro presbyteratu anniversarii quinquagesimi oblatum dedicatumque",1887,lat,Brussels,Q239,50.846666666666664,4.351666666666667
22264032,Anvers & la nationalité Belge,0,fre,Unknown,,,
11673033,De la suppression du péage de l'Escaut,1862,fre,Namur,Q134121,50.466666666667,4.8666666666667
13223670,Aanteekeningen betreffende eene reis door de Molukken,1856,dut,The Hague,Q36600,52.08,4.31
12576673,Ambroise Paré d'après de nouveaux Documents découverts aux Archives Nationales et des Papiers de Famille,1884,fre,Paris,Q90,48.85666666666667,2.352222222222222
13416832,Dictionnaire de procédure civile et commerciale,1850,fre,Paris,Q90,48.85666666666667,2.352222222222222
13459808,Lo studio generale a Mondovi (1560-1566),1895,ita,Turin,Q495,45.079166666666666,7.676111111111111
12852240,Sermoenen op de Gedachtenis der geloovige zielen,1898,dut,Bruges,Q12994,51.208888888888886,3.224166666666666
11661571,Inventaire général analytique des archives de la ville et de l'église primaire de Saint-Nicolas (Waes),1872,fre,Brussels,Q239,50.846666666666664,4.351666666666667
11661571,Inventaire général analytique des archives de la ville et de l'église primaire de Saint-Nicolas (Waes),1872,fre,Ghent,Q1296,51.05361111111111,3.725277777777778
11661571,Inventaire général analytique des archives de la ville et de l'église primaire de Saint-Nicolas (Waes),1872,fre,Leipzig,Q2079,51.3406321,12.3747329
11719491,"Commentaire de la loi du 18 avril 1851 sur les faillites, banqueroutes et sursis",1851,fre,Brussels,Q239,50.846666666666664,4.351666666666667
11668121,"De Aftocht van Moscou, of lotgevallen van een Belgisch soldaat in Rusland",1880,dut,Ghent,Q1296,51.05361111111111,3.725277777777778
12045242,Bulletin de l'Association littéraire internationale,1883,fre,Paris,Q90,48.85666666666667,2.352222222222222
11539582,Essai d'interprétation de l'action évacuante du tartre stibié,1878,fre,Liège,Q3992,50.639722222222225,5.570555555555556
11917048,Méthode analytique & synthétique de lecture,1886,fre,Namur,Q134121,50.466666666667,4.8666666666667
12597487,Le parc de Bruxelles,1849,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12096853,Journal de la Société d'archéologie et du Comité du musée Lorrain,1840,fre,Nancy,Q40898,48.692777777778,6.1836111111111
22469572,Leesboekje voor onze vlaamsche scholen,1889,dut,Brussels,Q239,50.846666666666664,4.351666666666667
12265260,Élans du coeur,1855,fre,Ghent,Q1296,51.05361111111111,3.725277777777778
12672180,"Généalogie historique, anecdotique et critique de la maison Du Prat",1857,fre,Versailles,Q621,48.805,2.135
11983077,De lone Chio,1890,lat,Paris,Q90,48.85666666666667,2.352222222222222
12015784,Le codex bruxellensis,1876,fre,Ghent,Q1296,51.05361111111111,3.725277777777778
11292419,Congrès général d'hygiène de Bruxelles,1852,fre,Brussels,Q239,50.846666666666664,4.351666666666667
11773897,Le crime du 4 septembre,1871,fre,Brussels,Q239,50.846666666666664,4.351666666666667
11697149,Épilepsie et autres maladies nerveuses,1878,fre,Liège,Q3992,50.639722222222225,5.570555555555556
13536860,Une page d'histoire de l'ancien couvent des FF. Mineurs Capucins de Bruges,1867,fre,Bruges,Q12994,51.208888888888886,3.224166666666666
22266034,D. O. M.,1845,fre,Namur,Q134121,50.466666666667,4.8666666666667
13549607,Oeuvres et correspondance inédites de J. J. Rousseau,1861,fre,Paris,Q90,48.85666666666667,2.352222222222222
13712761,"Joyeuse entrée et inauguration de l'archiduc Charles à Anvers, en 1515",,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12910698,Constitution de l'espace céleste,1889,fre,Paris,Q90,48.85666666666667,2.352222222222222
13587933,Catalogue of works of industrie and art sent from Sweden,1862,eng,London,Q84,51.507222222222,-0.1275
11330688,Le bienheureux Jean Berchmans de la compagnie de Jésus,1866,fre,Brussels,Q239,50.846666666666664,4.351666666666667
11330688,Le bienheureux Jean Berchmans de la compagnie de Jésus,1866,fre,Paris,Q90,48.85666666666667,2.352222222222222
11330688,Le bienheureux Jean Berchmans de la compagnie de Jésus,1866,fre,’s-Hertogenbosch,Q2766547,51.7,5.3166666666667
11821325,Lethaea geognostica oder abbildung und beschreibung der für die gebirgs-formationen bezeichnendsten,1850,ger,Stuttgart,Q1022,48.7775,9.18
12485658,Le droit international dans les rapports des slaves méridionaux au moyen âge,1896,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12485658,Le droit international dans les rapports des slaves méridionaux au moyen âge,1896,fre,The Hague,Q36600,52.08,4.31
12485658,Le droit international dans les rapports des slaves méridionaux au moyen âge,1896,fre,Paris,Q90,48.85666666666667,2.352222222222222
12988859,De la Lésion à l'Egard des Mineurs dans le Droit Romain et dans le Droit Français,1883,fre,Carpentras,Q202560,44.055,5.0480555555556
12079295,Cours d'accouchements,1869,fre,Leuven,Q118958,50.8775,4.704444
13655350,"Alumni pontificii collegii Urbani de propaganda fide, anno 1859",1859,lat,Rome,Q220,41.893055555556,12.482777777778
11852694,Rapport sur les progrès de la Chirurgie,1867,fre,Paris,Q90,48.85666666666667,2.352222222222222
13014045,Histoire de la Savoie et du Piémont,1883,fre,Tours,Q288,47.392777777778,0.68833333333333
11811047,Arthur de Cantorbry et Jules Péronnet,1847,fre,Péruwelz,Q668630,50.5117549,3.5889334
12578124,Histoire du Roi de Rome (Duc de Reichstadt),1852,fre,Paris,Q90,48.85666666666667,2.352222222222222
13240703,Doctrine de la Nouvelle-Jérusalem sur l'Écriture Sainte,1855,fre,Saint-Amand,Q1067570,50.164722222222,2.5586111111111
13240703,Doctrine de la Nouvelle-Jérusalem sur l'Écriture Sainte,1855,fre,Paris,Q90,48.85666666666667,2.352222222222222
11494340,Exposition des académies et écoles des beaux-arts et congrès de l'enseignement des arts du dessin,1869,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12020348,Voltaire au Château de Cirey,1868,fre,Paris,Q90,48.85666666666667,2.352222222222222
13139690,Le Cardinal de Richelieu,1870,fre,Paris,Q90,48.85666666666667,2.352222222222222
11999468,Art poétique d'Horace,1846,fre,Paris,Q90,48.85666666666667,2.352222222222222
12090697,Simples lectures préparant à l'étude de la géographie,1889,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12133634,"Rome, ses monuments, ses souvenirs.",1890,fre,Lille,Q648,50.631944444444,3.0575
12133634,"Rome, ses monuments, ses souvenirs.",1890,fre,Bruges,Q12994,51.208888888888886,3.224166666666666
12517879,Poésies chrétiennes,1896,fre,Namur,Q134121,50.466666666667,4.8666666666667
13456166,Lehrbuch der Eisen-Emaillirkunst,1851,ger,Brunswick,Q2773,52.269166666667,10.521111111111
11260850,Le prince des prosateurs,1899,fre,Brussels,Q239,50.846666666666664,4.351666666666667
12549922,Die Schwestern,1883,ger,Stuttgart,Q1022,48.7775,9.18
12014661,"Livres payés en vente publique 1000fr et au-dessus, Depuis 1866 jusqu'à ce jour aperçu sur la vente Perkins à Londres",1877,fre,Bordeaux,Q1479,44.837777777778,-0.57944444444444
22121160,Memorial addresses on the life and character of Michael Crawford Keer,1877,eng,"Washington, D.C.",Q61,38.895,-77.036666666667
11590034,Exercices d'arithmétique pour les écoles primaires,1879,fre,Leuven,Q118958,50.8775,4.704444
11630744,Twee novellen,1880,dut,Antwerp,Q12892,51.221111111111114,4.3997222222222225
14989134,"Lettre et rapport du Comité de l'Assemblée du Commerce de Bruxelles, a Messieurs du Magistrat, sur le projet de l'abolition des douanes dans les Pays-Bas autrichiens",1788,fre,Brussels,Q239,50.846666666666664,4.351666666666667
13123241,Notice sur les travaux scientifiques de M. Oechsner de Coninck,1884,fre,Paris,Q90,48.85666666666667,2.352222222222222
11586432,Société libre d'Émulation de Liège.,1879,fre,Liège,Q3992,50.639722222222225,5.570555555555556
11404232,Epitre à Monsieur Bouniol de Saint-Geniez,1852,fre,Paris,Q90,48.85666666666667,2.352222222222222
12021269,The New American Practical Navigator,1874,eng,"Washington, D.C.",Q61,38.895,-77.036666666667
12030823,"Analyse alphabétique des lois, ordonnances et règlements généraux de police en vigueur en Belgique",1898,fre,Tournai,Q173219,50.605555555555554,3.388055555555556
13356738,Faculté de Droit de Bordeaux,1894,fre,Bordeaux,Q1479,44.837777777778,-0.57944444444444
11357452,Evangile d'amour,1887,fre,Paris,Q90,48.85666666666667,2.352222222222222
13011627,An account of the Wild Tribes,1865,eng,Paris,Q90,48.85666666666667,2.352222222222222
13496940,La chasse a l'idéal,1867,fre,Paris,Q90,48.85666666666667,2.352222222222222
12489264,Volledige Cursus der fransche taal,,multiple languages,Brussels,Q239,50.846666666666664,4.351666666666667
12704852,1815,1898,fre,Paris,Q90,48.85666666666667,2.352222222222222
11536087,Au bagne,1877,fre,Brussels,Q239,50.846666666666664,4.351666666666667
13449812,Traité complet de l'anatomie des animaux domestiques,1840,fre,Paris,Q90,48.85666666666667,2.352222222222222
12567417,Lettres écrites en Russie et en Sibérie,1863,rus,Norrköping,Q25724,58.579331104671,16.149318388303
11736212,Frederik van Heilo en zijn schriften,1866,dut,Amsterdam,Q727,52.36666666666667,4.883333333333333
11457009,Guide to Spa,1875,eng,Spa,Q39865,50.49227719677235,5.862210536826656
12764605,Sprachlehre um nach Ollendorff's Methode mittelst Selbstunterricht in der fürzeft möglichen Zeit (...),1850,ger,Budapest,Q1781,47.498333333333,19.040833333333
13654349,A roll of the graduates of the University of Glasgow from 31st December 1727 to 31st December 1897,1898,eng,Glasgow,Q4093,55.861111111111114,-4.25
12740989,Traité de la génération des animaux,1887,fre,Paris,Q90,48.85666666666667,2.352222222222222
12612067,Collégiale de Sainte Pharaïlde à Gand,1852,fre,Ghent,Q1296,51.05361111111111,3.725277777777778
12245718,Notice sur deux monuments anciens,1848,fre,Unknown,,,
13601423,Rembrandt Harmens Van Rijn,1863,fre,The Hague,Q36600,52.08,4.31
13213333,Registers op het archief,1856,dut,Arnhem,Q1310,51.983333333333,5.9166666666667
12336744,Certamen literario que para conmemorar el segundo centanario del fallecimiento del dramatico insigne D. Pedro Calderon de la Barca celebraron la Universidad de Barcelona y el instituto provincial de 2.a enseñanza el dia 25 de Mayo 1881,1881,spa,Barcelona,Q1492,41.3825,2.1769444444444
13257742,Ueber die Contagiosität der Eingeweidewürmer nach Versuchen und über das physiologische Leben der mikroskopischen Zellen nach empirischen thatsachen,1844,ger,Jena,Q3150,50.927222222222,11.586388888889
11707170,Muséum des sciences naturelles de Lyon,1884,fre,Lyon,Q456,45.7675,4.835
11707170,Muséum des sciences naturelles de Lyon,1884,fre,Geneva,Q71,46.2,6.15
